관광상품번호(NameID),관리번호,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,도로명전체주소,소재지전체주소,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,주메뉴,좌표정보(위도),좌표정보(경도),위생업태명,다중이용업소여부,음식점 분류,카테고리
4000001,5360000-101-2021-00063,2021-05-10,1,영업/정상,13,영업중,"경상남도 밀양시 상남면 운하길 1, 1층 102호",경상남도 밀양시 상남면 예림리 1138-2,밀양김밥,2021-10-01,U,2021-10-03,김밥(도시락),김밥+일미김밥+해물우동+해물라면,35.46479771,128.7572339,김밥(도시락),N,일반음식점,포장(도시락)
4000002,5360000-101-2021-00057,2021-04-29,1,영업/정상,13,영업중,경상남도 밀양시 역앞광장로 14-15 (가곡동),경상남도 밀양시 가곡동 592-5,다담뜰한식뷔페 밀양점,2021-09-23,U,2021-09-25,한식,한식뷔페,35.47297703,128.7681284,한식,N,일반음식점,뷔페식
4000003,5360000-101-2021-00081,2021-06-16,1,영업/정상,13,영업중,"경상남도 밀양시 부북면 퇴로로 257, 1,2층",경상남도 밀양시 부북면 퇴로리 356-6,아뜰리에,2021-09-13,U,2021-09-15,경양식,바닐라라떼+아인슈페너+단짠단짠솔티라떼+퇴로못라떼+패션후르츠에이드,35.54911017,128.7031474,경양식,Y,일반음식점,카페(디저트)
4000004,5360000-101-2021-00062,2021-05-03,1,영업/정상,13,영업중,"경상남도 밀양시 미리벌중앙로1길 12, 1층 (삼문동)",경상남도 밀양시 삼문동 722-10,고혹,2021-05-03,I,2021-05-05,한식,명란치즈감자전+우삼겹얼큰전골+스지사태전골+고혹새우,35.48189417,128.7489215,한식,N,일반음식점,술집
4000005,5360000-101-2018-00127,2018-02-05,1,영업/정상,13,영업중,"경상남도 밀양시 중앙로 139, 1층 (가곡동)",경상남도 밀양시 가곡동 640-1,스즈란,2021-05-03,I,2021-05-05,일식,라멘+새우완탕명+사천식새우완탕,35.47787796,128.7640589,일식,N,일반음식점,일식
4000006,5360000-101-2021-00067,2021-05-13,1,영업/정상,13,영업중,경상남도 밀양시 삼랑진읍 검세길 47,경상남도 밀양시 삼랑진읍 검세리 546-38,날마다국수,2021-05-13,I,2021-05-15,한식,국수+비빔국수+매생이칼국수,35.40533492,128.8491953,한식,N,일반음식점,한식
4000007,5360000-101-2021-00080,2021-06-16,1,영업/정상,13,영업중,경상남도 밀양시 삼문중앙로 15-6 (삼문동),경상남도 밀양시 삼문동 189-38,삼초전(판다상점),2021-06-16,I,2021-06-18,한식,초벌삼겹살+초벌막창+탕후루,35.48418354,128.7541082,한식,N,일반음식점,고깃집(정육점)
4000008,5360000-101-2021-00078,2021-06-09,1,영업/정상,13,영업중,경상남도 밀양시 백민로 11 (내이동),경상남도 밀양시 내이동 1008-1,향어11번지,2021-06-09,I,2021-06-11,생선회,향어,35.4935915,128.7478075,생선회,N,일반음식점,생선회
4000009,5360000-101-2021-00065,2021-05-11,1,영업/정상,13,영업중,경상남도 밀양시 미리벌중앙로1길 12-1 (삼문동),경상남도 밀양시 삼문동 721-7,꽃뿐이네&부전엄마산곰장어,2021-11-29,U,2021-12-01,기타,석쇠곰장어+석쇠닭불고기,35.48175553,128.7486577,기타,N,일반음식점,한식
4000010,5360000-101-2021-00064,2021-05-11,1,영업/정상,13,영업중,경상남도 밀양시 미리벌중앙로1길 12-1 (삼문동),경상남도 밀양시 삼문동 721-7,무한도전 손칼국수,2022-01-26,U,2022-01-28,한식,칼국수+어묵칼국수+비빔칼국수+들깨칼국수,35.48175553,128.7486577,한식,N,일반음식점,한식
4000011,5360000-101-2021-00088,2021-06-25,1,영업/정상,13,영업중,경상남도 밀양시 상남면 양림동촌1길 6,경상남도 밀양시 상남면 예림리 941-5,부산생아구,2022-04-18,U,2022-04-20,한식,생아구찜+생아구수육,35.46898862,128.7628494,한식,N,일반음식점,한식
4000012,5360000-101-2021-00082,2021-06-17,1,영업/정상,13,영업중,"경상남도 밀양시 초동면 검암4길 96-46, 1층",경상남도 밀양시 초동면 검암리 736-4,오로라힐스,2021-07-06,U,2021-07-08,경양식,오로라페스츄리스프+오로라수제버터크림라떼+오로라레몬피치,35.39836513,128.6850484,경양식,N,일반음식점,양식
4000013,5360000-101-2021-00089,2021-06-28,1,영업/정상,13,영업중,"경상남도 밀양시 하남읍 수산중앙로 73-12, 1층",경상남도 밀양시 하남읍 양동리 649-19,동금숯불생고기,2021-06-28,I,2021-06-30,식육(숯불구이),명품수제양념갈비+돼지한근+대패삼겹한판,35.3759178,128.7139682,식육(숯불구이),N,일반음식점,고깃집(정육점)
4000014,5360000-101-2021-00071,2021-05-25,1,영업/정상,13,영업중,"경상남도 밀양시 삼문강변로 58, 301-3호 (삼문동, 성조에이스아파트)",경상남도 밀양시 삼문동 63-1 성조에이스아파트,수월리,2021-05-25,I,2021-05-27,기타,아몬드크림라떼+흑임자카페라떼+딸기우유,35.47904039,128.756554,기타,N,일반음식점,카페(디저트)
4000015,5360000-101-2021-00079,2021-06-14,1,영업/정상,13,영업중,"경상남도 밀양시 미리벌중앙로 91, 나동 1층 (삼문동)",경상남도 밀양시 삼문동 483-3,짚신매운갈비찜 밀양점,2021-06-14,I,2021-06-16,한식,매운 돼지갈비찜+매운 소갈비찜,35.48532351,128.7470369,한식,N,일반음식점,한식
4000016,5360000-101-2021-00106,2021-09-01,1,영업/정상,13,영업중,"경상남도 밀양시 하남읍 수산중앙로 68, 1층",경상남도 밀양시 하남읍 수산리 468-14,가마치통닭 밀양수산점,2021-09-07,U,2021-09-09,호프(소주방)+통닭(치킨),한마리통닭+뼈닭강정+후라이드콤보+간장 콤보,35.37477219,128.7125391,호프(소주방)+통닭(치킨),N,일반음식점,치킨
4000017,5360000-101-2021-00101,2021-08-18,1,영업/정상,13,영업중,"경상남도 밀양시 창밀로 3566-12, 1층 (내이동)",경상남도 밀양시 내이동 446-5,남연숙칼국수,2021-08-18,I,2021-08-20,한식,칼국수+칼제비+잔치국수+만두,35.5037682,128.7379202,한식,N,일반음식점,한식
4000018,5360000-101-2021-00102,2021-08-23,1,영업/정상,13,영업중,"경상남도 밀양시 중앙로 409, 1층 (내이동)",경상남도 밀양시 내이동 703-13,장통밥상,2021-08-23,U,2021-08-25,한식,미니 모둠전+돼지 김치찌개정식+간장제육정식+제육볶음정식,35.49645914,128.7482594,한식,N,일반음식점,포장(도시락)
4000019,5360000-101-2021-00105,2021-08-30,1,영업/정상,13,영업중,"경상남도 밀양시 역앞광장로 9, 1층 (가곡동)",경상남도 밀양시 가곡동 476-5,청년감자탕 밀양점,2021-08-30,I,2021-09-01,한식,청년감자탕+묵은지감자탕,35.47280176,128.7703775,한식,N,일반음식점,한식
4000020,5360000-101-2021-00104,2021-08-27,1,영업/정상,13,영업중,"경상남도 밀양시 가곡7길 13, 가동 102호 (가곡동)",경상남도 밀양시 가곡동 590-31,장터식당(가곡동),2021-08-27,I,2021-08-29,기타,회덮밥+물회+육회,35.47405459,128.7671856,기타,N,일반음식점,한식
4000021,5360000-101-2021-00094,2021-07-22,1,영업/정상,13,영업중,"경상남도 밀양시 상남면 조남길 395, 1층",경상남도 밀양시 상남면 남산리 459,종남산가든,2021-11-18,U,2021-11-20,한식,능이닭백숙,35.43939069,128.7258143,한식,N,일반음식점,한식
4000022,5360000-101-2021-00093,2021-07-22,1,영업/정상,13,영업중,"경상남도 밀양시 부북면 부북로 25, 1층",경상남도 밀양시 부북면 운전리 485-6,명품통닭 밀양부북1호점,2021-07-22,I,2021-07-24,호프(소주방)+통닭(치킨),옛날통닭+똥집튀김,35.51084123,128.7293491,호프(소주방)+통닭(치킨),N,일반음식점,치킨
4000023,5360000-101-2021-00095,2021-07-23,1,영업/정상,13,영업중,"경상남도 밀양시 시청로1길 21, 현주빌딩 102호 (내이동)",경상남도 밀양시 내이동 1535-18 현주빌딩,정하용선산곱창,2021-07-23,I,2021-07-25,한식,곱창전골+양념쭈꾸미,35.503328,128.742789,한식,N,일반음식점,한식
4000024,5360000-101-2021-00099,2021-08-09,1,영업/정상,13,영업중,"경상남도 밀양시 삼랑진읍 외송중앙길 9, 가동",경상남도 밀양시 삼랑진읍 송지리 378-1,한우가,2022-03-07,U,2022-03-10,한식,한우모듬,35.39642776,128.8379034,한식,N,일반음식점,고깃집(정육점)
4000025,5360000-101-2021-00091,2021-07-09,1,영업/정상,13,영업중,"경상남도 밀양시 상남면 상남로 1191, 2호",경상남도 밀양시 상남면 예림리 1417-1,예림곱창,2021-07-12,U,2021-07-14,한식,돼지생막창+돼지양념막창+생삼겹살+돼지껍데기,35.46193092,128.7535649,한식,N,일반음식점,고깃집(정육점)
4000026,5360000-101-2021-00107,2021-09-08,1,영업/정상,13,영업중,"경상남도 밀양시 삼문중앙로 14, 평화빌딩 가동 1층 (삼문동)",경상남도 밀양시 삼문동 203-10,국밥전문점 삼문,2021-09-08,I,2021-09-10,한식,돼지국밥+순대국밥,35.48371378,128.7540827,한식,N,일반음식점,한식
4000027,5360000-101-2021-00098,2021-08-06,1,영업/정상,13,영업중,"경상남도 밀양시 삼랑진읍 송원길 79, 1층",경상남도 밀양시 삼랑진읍 검세리 800-21,삼랑진콩나물해장국,2021-08-06,I,2021-08-10,한식,콩나물해장국+비빔밥+밀면+비빔밀면,35.4004035,128.851292,한식,N,일반음식점,한식
4000028,5360000-101-2021-00096,2021-07-30,1,영업/정상,13,영업중,경상남도 밀양시 삼문중앙로 50 (삼문동),경상남도 밀양시 삼문동 171-25,밀스브런치,2021-07-30,I,2021-08-01,한식,아보카도 파인애플 크로와상 샌드위치+감바스,35.4856019,128.7572352,한식,N,일반음식점,양식
4000029,5360000-101-2021-00100,2021-08-12,1,영업/정상,13,영업중,"경상남도 밀양시 밀양대로 1745-12, 1층 (삼문동)",경상남도 밀양시 삼문동 94-16,언양집,2021-08-30,U,2021-09-01,식육(숯불구이),언양불고기+육회,35.48048069,128.7532796,식육(숯불구이),Y,일반음식점,고깃집(정육점)
4000030,5360000-101-2021-00092,2021-07-14,1,영업/정상,13,영업중,"경상남도 밀양시 삼문로 38, 1층 103호 (삼문동)",경상남도 밀양시 삼문동 221-93,커피마마 밀양삼문점,2021-07-14,I,2021-07-16,기타,단호박에그샌드위치+닭가슴살샌드위치+계란듬뿍샌드위치,35.48762951,128.7540353,기타,N,일반음식점,카페(디저트)
4000031,5360000-101-2020-00057,2020-07-06,1,영업/정상,13,영업중,경상남도 밀양시 내이1안길 4-3 (내이동),경상남도 밀양시 내이동 1193-22,더쌍화커피,2021-08-27,U,2021-08-29,한식,전통쌍화차 세트,35.49688248,128.745972,한식,N,일반음식점,카페(디저트)
4000032,5360000-101-2020-00072,2020-08-13,1,영업/정상,13,영업중,"경상남도 밀양시 삼문중앙로3길 20, 1층 (삼문동)",경상남도 밀양시 삼문동 184-276,삼문국수(국수가락),2021-12-23,U,2021-12-25,한식,물국수+비빔국수+콩국수+갈비만두,35.4853662,128.7535974,한식,N,일반음식점,한식
4000033,5360000-101-2020-00071,2020-08-13,1,영업/정상,13,영업중,"경상남도 밀양시 밀양대로 1761-24, 1층 (삼문동)",경상남도 밀양시 삼문동 563-5,해웅해물아구찜 밀양점,2020-08-13,I,2020-08-15,한식,해물찜+아구찜,35.48125469,128.7513516,한식,N,일반음식점,한식
4000034,5360000-101-2020-00069,2020-08-11,1,영업/정상,13,영업중,경상남도 밀양시 가곡6길 4-1,경상남도 밀양시 가곡동 598-2,서울식당,2021-06-28,U,2021-06-30,한식,아구찜+닭도리탕+아구탕+대구탕,35.47521959,128.7681103,한식,N,일반음식점,한식
4000035,5360000-101-2020-00064,2020-07-30,1,영업/정상,13,영업중,"경상남도 밀양시 삼문중앙로6길 30-6, 1층 (삼문동)",경상남도 밀양시 삼문동 184-116,오프너,2021-08-23,U,2021-08-25,경양식,오프너라떼+쿠키,35.48736496,128.7542945,경양식,N,일반음식점,카페(디저트)
4000036,5360000-101-2020-00053,2020-06-25,1,영업/정상,13,영업중,"경상남도 밀양시 활성로 24-75, 1층 (활성동)",경상남도 밀양시 활성동 559-9,호천식당,2020-06-25,I,2020-06-27,한식,오리 닭백숙+생삼겹살+소머리곰탕,35.49126935,128.7819804,한식,N,일반음식점,한식
4000037,5360000-101-2020-00062,2020-07-27,1,영업/정상,13,영업중,"경상남도 밀양시 미리벌중앙로3길 4, 좌측 1층 (삼문동)",경상남도 밀양시 삼문동 724-4,청담요리주점,2020-08-04,U,2020-08-06,한식,다찌 한상차림,35.48310684,128.7488492,한식,N,일반음식점,술집
4000038,5360000-101-2020-00056,2020-07-02,1,영업/정상,13,영업중,"경상남도 밀양시 단장면 표충로 176-5, 1층",경상남도 밀양시 단장면 단장리 76-8,카페 표충로,2020-07-02,I,2020-07-04,기타,아메리카노+흑임자크림카페라떼+백향과에이드,35.51264857,128.8580665,기타,N,일반음식점,카페(디저트)
4000039,5360000-101-2020-00055,2020-06-30,1,영업/정상,13,영업중,"경상남도 밀양시 소전1길 7-13, 1층 (삼문동)",경상남도 밀양시 삼문동 547-9,카페데일리그린,2020-06-30,I,2020-07-02,경양식,돌체라떼+아인슈페너+허니블랙자몽티+바질파스타샐러드,35.48400373,128.7526966,경양식,N,일반음식점,기타
4000040,5360000-101-2020-00043,2020-05-25,1,영업/정상,13,영업중,"경상남도 밀양시 단장면 표충로 219, A동 1층",경상남도 밀양시 단장면 단장리 6-3번지,고동마을,2020-05-25,I,2020-05-27,한식,다슬기수제비+다슬기비빔밥+다슬기전+다슬기회무침,35.51583088,128.8604355,한식,N,일반음식점,한식
4000041,5360000-101-2018-00084,2018-09-11,1,영업/정상,13,영업중,경상남도 밀양시 미리벌중앙로7길 4 (삼문동),경상남도 밀양시 삼문동 729-9,송혜정 국면(송여사 보쌈),2021-05-11,U,2021-05-13,한식,꼬마김밥+납작김밥+비빔국수+감자옹심이,35.4847916,128.7472816,한식,N,일반음식점,한식
4000042,5360000-101-2018-00077,2018-08-07,1,영업/정상,13,영업중,"경상남도 밀양시 상남면 상남로 1187-6, 1층 105호",경상남도 밀양시 상남면 예림리 1414번지,카페인시애틀 남밀양점,2018-08-07,I,2018-08-31,기타,이탈리안 더블피자+시애틀아메리카토,35.46220471,128.7535021,기타,N,일반음식점,패스트푸드
4000043,5360000-101-2021-00129,2021-11-23,1,영업/정상,13,영업중,"경상남도 밀양시 창밀로 3530, 301동 1층 4호 (내이동, 밀양나노시티 한신더휴)",경상남도 밀양시 내이동 136 밀양나노시티 한신더휴 301동 4호,토리덴,2021-11-23,I,2021-11-25,한식,모듬꼬치+간사이오뎅탕+나가사끼짬뽕,35.50529707,128.7328815,한식,N,일반음식점,술집
4000044,5360000-101-2021-00131,2021-11-26,1,영업/정상,13,영업중,"경상남도 밀양시 창밀로 3530, 301동 103호 (내이동, 밀양나노시티 한신더휴)",경상남도 밀양시 내이동 136 밀양나노시티 한신더휴,토닥토닥,2021-11-26,I,2021-11-28,,에그타르트+휘낭시에,35.50529707,128.7328815,,N,일반음식점,카페(디저트)
4000045,5360000-101-2021-00111,2021-10-08,1,영업/정상,13,영업중,"경상남도 밀양시 새미리벌로 22, 1층 (삼문동)",경상남도 밀양시 삼문동 714-9,라쿵푸마라탕,2021-10-14,U,2021-10-16,중국식,마라탕+꿔바로우+훠궈,35.48478633,128.7483666,중국식,N,일반음식점,중식
4000046,5360000-101-2021-00134,2021-12-02,1,영업/정상,13,영업중,"경상남도 밀양시 시청서1길 9-8, 1층 (내이동)",경상남도 밀양시 내이동 1536-15,민속촌,2021-12-02,I,2021-12-04,한식,대패삼겹살+김치찌개+오뎅탕+파전,35.50334514,128.7440107,한식,N,일반음식점,한식
4000047,5360000-101-2021-00115,2021-10-19,1,영업/정상,13,영업중,경상남도 밀양시 터미널3길 10 (내이동),경상남도 밀양시 내이동 1177-15,철이반점,2021-10-19,I,2021-10-21,중국식,탕수육+짬뽕,35.49990398,128.7426407,중국식,N,일반음식점,중식
4000048,5360000-101-2021-00119,2021-10-21,1,영업/정상,13,영업중,"경상남도 밀양시 삼랑진읍 버들섬4길 20, 1층",경상남도 밀양시 삼랑진읍 송지리 445,정림칼국수,2021-10-21,I,2021-10-23,한식,동죽칼국수+동죽비빔밥+동죽탕,35.39559065,128.8406087,한식,N,일반음식점,한식
4000049,5360000-101-2021-00124,2021-11-05,1,영업/정상,13,영업중,"경상남도 밀양시 산내면 송정길 10, 1층",경상남도 밀양시 산내면 송백리 1358-7,가얏골감자탕(산내면),2021-11-05,I,2021-11-07,한식,우거지감자탕+김치감자탕+뼈다귀해장국+간장뼈찜,35.5841331,128.8812522,한식,N,일반음식점,한식
4000050,5360000-101-2021-00127,2021-11-17,1,영업/정상,13,영업중,"경상남도 밀양시 시청로1길 21, 현주빌딩 1층 103호 (내이동)",경상남도 밀양시 내이동 1535-18 현주빌딩,시청막썰어횟집,2021-11-17,U,2021-11-19,생선회,모듬회+해산물+아나고+회덮밥,35.503328,128.742789,생선회,N,일반음식점,생선회
4000051,5360000-101-2021-00118,2021-10-20,1,영업/정상,13,영업중,경상남도 밀양시 백민로3길 3 (내이동),경상남도 밀양시 내이동 830-4,짱 맛나 국수,2021-10-20,I,2021-10-22,한식,짱맛나국수+비빔국수+떡국,35.49410261,128.747679,한식,N,일반음식점,한식
4000052,5360000-101-2021-00117,2021-10-20,1,영업/정상,13,영업중,경상남도 밀양시 남천강변로3길 7 (삼문동),경상남도 밀양시 삼문동 387-69,굴림당,2021-10-20,I,2021-10-22,한식,고기굴림+찹쌀피새우+파무침만두+비빔국수,35.49131922,128.7496214,한식,N,일반음식점,한식
4000053,5360000-101-2021-00116,2021-10-20,1,영업/정상,13,영업중,"경상남도 밀양시 산내면 산내로 359-13, 2층",경상남도 밀양시 산내면 송백리 1285-7,1972뚝배기,2021-10-25,U,2021-10-27,한식,소머리곰탕+수육,35.58768745,128.8809344,한식,N,일반음식점,한식
4000054,5360000-101-2021-00120,2021-10-26,1,영업/정상,13,영업중,"경상남도 밀양시 미리벌중앙로3길 47, 상가동 1층 103호 (삼문동, 밀양 삼문 푸르지오)",경상남도 밀양시 삼문동 654 밀양 삼문 푸르지오,본초맘죽&소고기국밥 밀양점,2022-03-25,U,2022-03-27,기타,단호박죽+야채죽+동지팥죽,35.48023394,128.745623,기타,N,일반음식점,한식
4000055,5360000-101-2021-00125,2021-11-09,1,영업/정상,13,영업중,"경상남도 밀양시 미리벌로 8, 1층 (삼문동)",경상남도 밀양시 삼문동 719-14,전기구이7호,2021-11-09,I,2021-11-11,호프(소주방)+통닭(치킨),7호통닭+7호마늘통닭+7호양념통닭+즉석떡볶이,35.48285391,128.7515564,호프(소주방)+통닭(치킨),N,일반음식점,치킨
4000056,5360000-101-2021-00114,2021-10-18,1,영업/정상,13,영업중,경상남도 밀양시 산외면 산외로 10,경상남도 밀양시 산외면 남기리 1073-22,웰빙제일추어탕다슬기탕,2021-10-18,I,2021-10-20,한식,추어탕+다슬기탕+미꾸라지튀김,35.51296597,128.7748508,한식,N,일반음식점,한식
4000057,5360000-101-2021-00113,2021-10-18,1,영업/정상,13,영업중,"경상남도 밀양시 창밀로 3530, 301동 6호 (내이동, 밀양나노시티 한신더휴)",경상남도 밀양시 내이동 136 밀양나노시티 한신더휴,한신비어,2021-10-18,I,2021-10-20,호프(소주방)+통닭(치킨),부대찌개+마른안주+골뱅이소면+윙/봉후라이드,35.50529707,128.7328815,호프(소주방)+통닭(치킨),N,일반음식점,술집
4000058,5360000-101-2021-00122,2021-10-29,1,영업/정상,13,영업중,경상남도 밀양시 하남읍 시동중앙길 12,경상남도 밀양시 하남읍 수산리 446-5,조은돼지국밥,2021-10-29,I,2021-10-31,한식,돼지국밥+연탄꼼장어대어+수육대,35.37366553,128.7095667,한식,N,일반음식점,한식
4000059,5360000-101-2021-00112,2021-10-12,1,영업/정상,13,영업중,"경상남도 밀양시 중앙로 234-3, 유성청구상가타운 2동 1층 101-1호 (삼문동)",경상남도 밀양시 삼문동 15-1 유성청구상가타운,포아이니 밀양점,2021-10-12,I,2021-10-14,한식,포유쌀국수+스파이시쌀국수+분짜,35.48528102,128.7597254,한식,N,일반음식점,기타
4000060,5360000-101-2020-00052,2020-06-19,1,영업/정상,13,영업중,"경상남도 밀양시 시청로 13, 1층 105호 (내이동)",경상남도 밀양시 내이동 1539-12번지,명랑국시,2020-06-19,I,2020-06-21,한식,"국수(온, 냉)+비빔국수+묵채(온, 냉)+묵무침",35.5034768,128.7448018,한식,N,일반음식점,한식
4000061,5360000-101-2020-00051,2020-06-19,1,영업/정상,13,영업중,경상남도 밀양시 시청서길 13-1 (내이동),경상남도 밀양시 내이동 1540-7번지,가마치통닭 밀양시청점,2020-06-19,I,2020-06-21,호프(소주방)+통닭(치킨),한마리통닭+가마치즈볼+후라이드 순살,35.50223417,128.7439613,호프(소주방)+통닭(치킨),N,일반음식점,치킨
4000062,5360000-101-2020-00068,2020-08-05,1,영업/정상,13,영업중,"경상남도 밀양시 미리벌중앙로8길 5-13, 1층 (삼문동)",경상남도 밀양시 삼문동 712-11,땡기,2021-08-02,U,2021-08-04,한식,돼지찌개+닭볶음,35.48563168,128.7477034,한식,N,일반음식점,한식
4000063,5360000-101-2020-00030,2020-04-14,1,영업/정상,13,영업중,"경상남도 밀양시 중앙로 102, 1층 (가곡동)",경상남도 밀양시 가곡동 606-6,일품국수(삼문칼국수),2020-11-16,U,2020-11-18,한식,잔치국수+일품김밥,35.47557607,128.7670109,한식,N,일반음식점,한식
4000064,5360000-101-2020-00036,2020-05-04,1,영업/정상,13,영업중,경상남도 밀양시 북성로4길 16 (내이동),경상남도 밀양시 내이동 1580-2,캠핑족발,2021-06-21,U,2021-06-23,한식,바베큐족발,35.50009329,128.7479,한식,N,일반음식점,한식
4000065,5360000-101-2020-00033,2020-04-24,1,영업/정상,13,영업중,"경상남도 밀양시 시청서4길 2, 1층 (내이동)",경상남도 밀양시 내이동 1524-5번지,서민막창,2020-04-24,I,2020-04-26,한식,돼지목살+생막창,35.50301536,128.7405633,한식,N,일반음식점,고깃집(정육점)
4000066,5360000-101-2020-00032,2020-04-24,1,영업/정상,13,영업중,경상남도 밀양시 점필재로 29-20 (내이동),경상남도 밀양시 내이동 1400번지,가마솥옛날통닭,2020-04-24,I,2020-04-26,호프(소주방)+통닭(치킨),꾸이꾸이순살치킨+반반치킨,35.48910796,128.7415406,호프(소주방)+통닭(치킨),N,일반음식점,치킨
4000067,5360000-101-2020-00031,2020-04-17,1,영업/정상,13,영업중,경상남도 밀양시 미리벌중앙로6길 35-3 (삼문동),경상남도 밀양시 삼문동 713-2번지,엄마밥상,2020-04-17,I,2020-04-19,한식,닭볶음탕+갈치조림+가자미조림,35.48594813,128.748795,한식,N,일반음식점,한식
4000068,5360000-101-2020-00034,2020-04-27,1,영업/정상,13,영업중,경상남도 밀양시 상남면 상남로 1187-18,경상남도 밀양시 상남면 예림리 1339번지,호호 생 밀면,2020-04-27,I,2020-04-29,냉면집,생면국수+밀면+비빔밀면+콩국수,35.46240304,128.752622,냉면집,N,일반음식점,한식
4000069,5360000-101-2020-00038,2020-05-11,1,영업/정상,13,영업중,경상남도 밀양시 하남읍 수산중앙로 73-15,경상남도 밀양시 하남읍 양동리 650-21번지,수산메밀냉면,2020-05-11,I,2020-05-13,냉면집,메밀물냉면+메밀비빔냉면+메밀물비빔냉면+메밀찐만두,35.37619011,128.7136516,냉면집,N,일반음식점,한식
4000070,5360000-101-2020-00028,2020-04-09,1,영업/정상,13,영업중,"경상남도 밀양시 미리벌로3길 11, 402동 103호 (삼문동, 삼문동 지엘리베라움 2단지)",경상남도 밀양시 삼문동 756번지 삼문동 지엘리베라움 2단지,수제돈가스,2020-04-09,I,2020-04-11,한식,수제돈가스+함박스테이크,35.48083211,128.7467095,한식,N,일반음식점,양식
4000071,5360000-101-2020-00048,2020-06-04,1,영업/정상,13,영업중,경상남도 밀양시 중앙로 92 (가곡동),경상남도 밀양시 가곡동 599-1번지,중앙반점,2020-06-04,I,2020-06-06,중국식,짜장+간짜장+우동+짬뽕,35.47502487,128.7680836,중국식,N,일반음식점,중식
4000072,5360000-101-2020-00047,2020-05-29,1,영업/정상,13,영업중,"경상남도 밀양시 중앙로 453, 유승상가 104호 (내이동)",경상남도 밀양시 내이동 1184-4,맛나다방,2021-10-07,U,2021-10-09,한식,아메리카노,35.49939381,128.7453725,한식,N,일반음식점,카페(디저트)
4000073,5360000-101-2020-00039,2020-05-13,1,영업/정상,13,영업중,경상남도 밀양시 하남읍 수산중앙로 73-15,경상남도 밀양시 하남읍 양동리 650-21,온오프,2022-03-03,U,2022-03-05,호프(소주방)+통닭(치킨),소금커피+생딸기라떼(시즌),35.37619011,128.7136516,호프(소주방)+통닭(치킨),N,일반음식점,카페(디저트)
4000074,5360000-101-2020-00029,2020-04-10,1,영업/정상,13,영업중,경상남도 밀양시 부북면 오례2길 31,경상남도 밀양시 부북면 오례리 240-1번지,금촌,2020-04-16,U,2020-04-18,한식,소양수육+소양곰탕,35.49914849,128.7204909,한식,N,일반음식점,한식
4000075,5360000-101-2020-00012,2020-01-22,1,영업/정상,13,영업중,"경상남도 밀양시 삼랑진읍 천태로 140, 201호",경상남도 밀양시 삼랑진읍 검세리 806-9,예향,2021-03-18,U,2021-03-20,중국식,짬뽕+탕수육+자장면+볶음밥,35.40089617,128.8494684,중국식,Y,일반음식점,중식
4000076,5360000-101-2018-00081,2018-09-07,1,영업/정상,13,영업중,경상남도 밀양시 밀양대로 2057-4 (교동),경상남도 밀양시 교동 997-6번지,뿔당골 밀양1호점,2018-09-07,U,2018-09-07,한식,비빔밥+시락국밥+돌솥비빔밥,35.50308006,128.7482531,한식,N,일반음식점,한식
4000077,5360000-101-2021-00135,2021-12-10,1,영업/정상,13,영업중,"경상남도 밀양시 미리벌중앙로 10, 상가동 103, 104호 (삼문동, e편한세상밀양삼문)",경상남도 밀양시 삼문동 760 e편한세상밀양삼문,장수곰탕,2021-12-10,I,2021-12-14,한식,장수곰탕+양지곰탕,35.47938654,128.7528665,한식,N,일반음식점,한식
4000078,5360000-101-2022-00003,2022-01-06,1,영업/정상,13,영업중,"경상남도 밀양시 삼랑진읍 칠성1길 42, 1층",경상남도 밀양시 삼랑진읍 용성리 282-2,산자락,2022-01-06,I,2022-01-08,한식,잔치국수+비빔국수+충무김밥,35.43673746,128.8061898,한식,N,일반음식점,한식
4000079,5360000-101-2022-00002,2022-01-06,1,영업/정상,13,영업중,"경상남도 밀양시 삼랑진읍 만어로 396, 1층",경상남도 밀양시 삼랑진읍 우곡리 918-1,만어중화요리,2022-01-06,I,2022-01-08,중국식,전가복+양장피+깐풍새우+탕수육,35.43373849,128.8465752,중국식,N,일반음식점,중식
4000080,5360000-101-2021-00141,2021-12-24,1,영업/정상,13,영업중,"경상남도 밀양시 단장면 바드리길 428, 1층",경상남도 밀양시 단장면 고례리 604-6,바드리쉼터카페,2021-12-24,I,2021-12-26,한식,아메리카노,35.50600441,128.9381228,한식,N,일반음식점,카페(디저트)
4000081,5360000-101-2021-00143,2021-12-30,1,영업/정상,13,영업중,경상남도 밀양시 해천길 38 (내이동),경상남도 밀양시 내이동 917,꼬꼬닭강정,2021-12-30,I,2022-01-01,호프(소주방)+통닭(치킨),달콤강정+매콤강정,35.49256618,128.7509432,호프(소주방)+통닭(치킨),N,일반음식점,포장(도시락)
4000082,5360000-101-2022-00004,2022-01-10,1,영업/정상,13,영업중,"경상남도 밀양시 하남읍 수산중앙로 67-13, 1층",경상남도 밀양시 하남읍 수산리 468-1,얼큰칼국수전골,2022-01-10,I,2022-01-13,한식,칼국수전골,35.37602394,128.7128184,한식,N,일반음식점,한식
